customer_id,arrival_date,departure_date,lifetime,plan_type,num_profiles,age_group,region,weekly_view_hrs,categories_used,days_since_last_login,acquisition_cost,service_cost,promo_subscriber,monthly_rate,monthly_spend
48914,2025-08-19,,,bundle,2,45-54,LATAM,5.1,3,7.384,40.44,3.54,false,18.99,19.07
48915,2025-03-15,2025-09-27,196,standalone,2,25-34,US,5.9,1,2.042,47.33,5.26,false,11.99,10.78
48916,2022-06-03,2023-01-11,222,standalone,3,45-54,APAC,20.5,2,4.701,25.64,6.94,false,11.99,13.56
48917,2026-03-09,,,standalone,1,18-24,US,6.3,2,0.708,55.18,4.89,false,11.99,12.95
48918,2024-03-04,2024-06-20,108,standalone,1,25-34,US,2.6,0,6.36,62.89,4.26,false,11.99,11.03
48919,2025-10-25,2026-02-26,124,standalone,1,45-54,US,7.1,1,3.482,54.21,4.7,true,11.99,11.17
48920,2022-01-28,2022-07-11,164,bundle,3,25-34,US,9.8,4,7.754,66.18,4.68,false,18.99,17.91
48921,2025-04-29,,,standalone,3,55+,EMEA,8.4,2,1.272,41.65,4.91,false,11.99,13.24
48922,2021-12-10,2022-02-14,66,bundle,4,18-24,US,10.6,1,17.422,59.55,5.14,true,18.99,19.93
48923,2026-08-02,,,standalone,3,45-54,US,5.0,1,14.919,47.68,3.84,false,11.99,12.29
48924,2026-02-02,2026-03-24,50,standalone,2,18-24,US,1.1,3,8.588,55.95,2.8,false,11.99,11.98
48925,2025-08-12,2026-04-18,249,standalone,2,25-34,EMEA,8.2,2,13.523,54.52,3.91,false,11.99,12.6
48926,2026-02-18,,,standalone,1,25-34,EMEA,2.7,4,2.002,33.18,2.2,true,11.99,11.46
48927,2021-12-18,2022-11-29,346,standalone,2,25-34,US,1.9,1,1.202,26.7,3.56,false,11.99,13.25
48928,2026-07-15,,,standalone,1,45-54,APAC,5.0,1,1.936,62.59,3.59,false,11.99,12.05
48929,2024-08-18,2025-09-20,398,bundle,5,35-44,LATAM,7.6,2,1.681,52.69,4.02,false,18.99,20.55
48930,2024-01-24,2026-03-04,770,standalone,0,18-24,US,4.1,3,4.177,51.04,2.98,false,11.99,12.37
48931,2022-01-27,2024-01-10,713,standalone,2,25-34,APAC,34.8,3,0.34,55.5,7.13,false,11.99,12.08
48932,2023-08-22,2024-03-23,214,standalone,3,45-54,US,4.7,3,5.214,43.75,3.97,false,11.99,10.27
48933,2022-08-01,2024-07-18,717,standalone,1,25-34,LATAM,8.6,2,1.204,40.51,3.98,false,11.99,12.25
48934,2026-07-19,,,bundle,3,45-54,US,3.6,1,1.796,50.73,4.58,false,18.99,19.07
48935,2025-03-30,2025-10-14,198,bundle,2,25-34,LATAM,3.3,2,2.577,41.87,3.58,true,18.99,20.47
48936,2022-06-24,2023-03-12,261,standalone,3,25-34,LATAM,9.2,0,0.754,33.98,5.99,true,11.99,11.37
48937,2020-04-13,2020-11-03,204,standalone,0,45-54,US,4.7,0,5.732,58.99,4.85,false,11.99,12.92
48938,2021-05-21,2022-02-12,267,standalone,2,35-44,US,5.9,1,1.034,38.37,4.71,false,11.99,12.64
48939,2026-01-20,,,bundle,3,25-34,LATAM,5.5,2,0.705,52.21,4.85,false,18.99,20.84
48940,2021-08-09,2023-03-10,578,standalone,2,18-24,APAC,7.6,3,5.04,42.2,3.29,false,11.99,11.6
48941,2019-12-31,2020-07-03,185,bundle,5,45-54,LATAM,9.3,3,8.838,66.07,4.04,false,18.99,19.21
48942,2022-10-07,2023-01-27,112,standalone,3,18-24,EMEA,4.4,0,3.956,34.81,5.71,false,11.99,11.21
48943,2023-01-08,2023-06-18,161,standalone,1,18-24,US,4.0,3,6.246,65.56,3.85,false,11.99,12.42
48944,2025-10-10,2025-11-04,25,standalone,3,25-34,APAC,0.8,2,16.965,36.88,2.48,false,11.99,13.68
48945,2020-11-23,2021-07-12,231,standalone,3,45-54,EMEA,6.8,3,16.003,48.66,3.3,false,11.99,12.32
48946,2024-02-25,2025-09-28,581,standalone,1,35-44,LATAM,21.9,5,8.375,44.64,3.69,true,11.99,12.48
48947,2024-07-16,2025-04-15,273,standalone,1,55+,US,6.1,2,2.652,54.66,4.16,false,11.99,13.48
48948,2024-05-15,2025-01-09,239,standalone,3,18-24,LATAM,5.3,3,5.981,40.85,3.33,false,11.99,12.44
48949,2025-11-25,2026-04-06,132,bundle,1,18-24,US,6.7,2,4.582,41.61,5.21,true,18.99,21.37
48950,2022-02-01,2022-09-17,228,standalone,2,18-24,US,2.2,2,4.432,59.92,3.03,false,11.99,11.6
48951,2022-10-17,2024-01-20,460,standalone,4,35-44,US,6.9,2,2.737,34.33,4.82,false,11.99,11.75
48952,2020-07-16,2021-03-06,233,standalone,2,25-34,EMEA,5.4,1,2.473,44.25,5.71,false,11.99,9.91
48953,2023-04-09,2023-08-02,115,standalone,3,25-34,EMEA,3.4,2,2.282,44.24,4.33,true,11.99,13.03
48954,2024-06-29,2026-03-11,620,bundle,5,18-24,US,2.3,3,0.974,46.65,2.79,false,18.99,20.59
48955,2024-03-23,2025-09-07,533,bundle,2,45-54,LATAM,11.1,4,0.392,60.66,5.82,false,18.99,21.22
48956,2025-10-05,,,standalone,3,25-34,US,14.8,4,1.648,50.72,4.2,false,11.99,12.02
48957,2026-03-16,,,standalone,3,25-34,LATAM,19.1,3,2.919,43.75,4.96,false,11.99,12.09
48958,2021-12-13,2022-07-21,220,standalone,3,25-34,APAC,7.9,2,2.015,51.93,4.64,false,11.99,11.37
48959,2022-12-12,2023-03-15,93,standalone,0,18-24,EMEA,2.8,2,4.389,51.85,4.35,false,11.99,12.32
48960,2025-05-19,2025-08-19,92,standalone,1,45-54,EMEA,7.3,1,6.94,59.01,5.04,true,11.99,11.8
48961,2019-12-30,2021-06-09,527,standalone,1,45-54,US,9.6,2,0.829,57.87,5.0,false,11.99,11.59
48962,2025-10-11,,,standalone,3,18-24,EMEA,5.5,1,2.15,45.72,4.11,false,11.99,13.37
48963,2025-05-08,2025-10-17,162,standalone,1,45-54,LATAM,5.1,2,4.909,50.06,3.34,true,11.99,12.86
48964,2020-08-12,2021-12-13,488,standalone,1,35-44,EMEA,14.7,1,1.081,49.99,7.38,false,11.99,11.46
48965,2021-09-21,2021-10-22,31,bundle,4,25-34,US,5.5,1,22.127,50.94,5.96,false,18.99,20.8
48966,2025-10-13,2026-04-04,173,standalone,5,18-24,US,8.5,1,4.022,46.83,6.29,false,11.99,11.45
48967,2026-08-25,,,standalone,2,35-44,US,9.5,3,4.467,45.47,4.97,false,11.99,11.24
48968,2026-03-21,2026-06-07,78,bundle,1,25-34,EMEA,10.1,2,4.609,53.35,7.11,true,18.99,18.12
48969,2026-06-04,,,bundle,2,35-44,APAC,2.8,0,12.33,59.18,3.87,false,18.99,18.9
48970,2023-06-29,2024-04-17,293,standalone,4,25-34,US,5.3,0,5.347,29.62,4.71,false,11.99,14.86
48971,2026-07-28,,,bundle,6,25-34,APAC,2.0,2,6.824,67.78,2.92,false,18.99,19.59
48972,2020-03-25,2020-06-30,97,standalone,1,35-44,US,1.8,0,6.309,55.26,3.99,false,11.99,11.4
48973,2025-01-06,2025-11-05,303,standalone,2,18-24,LATAM,4.7,1,6.318,48.55,3.1,false,11.99,11.98
48974,2024-08-24,2025-04-16,235,standalone,4,18-24,US,6.4,0,1.009,37.45,6.58,false,11.99,12.64
48975,2025-12-05,,,standalone,2,35-44,LATAM,7.5,4,0.333,47.66,3.47,false,11.99,9.0
48976,2026-03-14,,,bundle,5,35-44,US,9.4,0,4.362,66.2,6.11,false,18.99,19.3
48977,2023-05-24,2023-10-11,140,standalone,3,45-54,US,6.3,3,3.9,41.41,4.55,true,11.99,11.49
48978,2026-07-08,,,standalone,3,18-24,EMEA,5.5,1,0.201,62.82,4.71,false,11.99,11.6
48979,2024-10-13,2025-08-31,322,standalone,1,25-34,EMEA,3.6,2,7.819,38.92,3.39,false,11.99,9.07
48980,2025-10-14,2026-07-04,263,standalone,0,45-54,US,4.1,1,12.698,57.22,3.19,false,11.99,12.49
48981,2023-04-01,2023-10-19,201,standalone,1,25-34,EMEA,2.1,2,11.82,69.19,2.03,false,11.99,11.41
48982,2020-12-29,2021-09-06,251,standalone,3,18-24,EMEA,10.1,0,4.083,37.16,6.27,false,11.99,11.89
48983,2021-12-25,2022-08-15,233,standalone,2,18-24,US,9.1,1,3.138,43.28,5.97,false,11.99,14.31
48984,2022-03-01,2022-11-27,271,standalone,4,25-34,US,4.8,0,0.213,26.1,5.29,true,11.99,12.28
48985,2024-12-15,2025-07-07,204,bundle,7,35-44,LATAM,41.7,2,1.386,62.29,11.16,false,18.99,19.39
48986,2024-10-21,2025-10-03,347,standalone,3,25-34,APAC,7.1,1,1.942,51.43,4.39,false,11.99,12.14
48987,2020-01-21,2020-10-19,272,bundle,6,25-34,LATAM,6.4,2,0.113,58.16,5.08,false,18.99,20.94
48988,2026-07-03,2026-08-27,55,standalone,4,45-54,LATAM,1.3,3,15.959,40.15,1.99,false,11.99,12.62
48989,2024-06-22,2024-10-17,117,standalone,2,18-24,APAC,1.9,0,2.868,52.4,3.42,false,11.99,10.55
48990,2024-01-23,2024-09-11,232,standalone,0,35-44,EMEA,2.7,2,2.78,48.62,2.9,true,11.99,12.95
48991,2026-05-02,,,bundle,2,25-34,US,10.5,3,7.143,49.05,4.21,false,18.99,19.76
48992,2025-01-11,2025-09-07,239,standalone,1,18-24,US,9.8,1,3.709,53.43,6.25,false,11.99,12.74
48993,2023-10-17,2025-04-26,557,standalone,2,25-34,US,10.5,3,5.319,39.14,5.36,false,11.99,10.7
48994,2022-06-18,2022-08-15,58,bundle,5,18-24,APAC,8.4,1,7.271,39.5,5.6,true,18.99,18.36
48995,2021-07-29,2023-09-09,772,standalone,4,25-34,US,15.5,3,1.443,54.29,5.71,false,11.99,12.47
48996,2025-05-26,,,standalone,3,25-34,LATAM,8.3,2,0.057,34.96,5.76,true,11.99,12.55
48997,2024-04-22,2026-06-25,794,standalone,3,35-44,US,4.7,2,2.854,60.42,3.2,false,11.99,12.45
48998,2024-09-21,2024-12-17,87,standalone,2,55+,US,6.6,0,9.893,58.35,5.3,false,11.99,9.24
48999,2024-11-23,,,standalone,1,45-54,US,11.4,3,0.452,53.74,5.13,false,11.99,11.74
49000,2025-04-22,,,standalone,1,25-34,US,18.6,2,2.92,40.07,7.84,false,11.99,13.54
49001,2021-04-12,2021-12-23,255,bundle,3,35-44,US,9.9,3,2.64,63.11,4.49,false,18.99,21.44
49002,2022-03-29,2022-09-13,168,standalone,2,25-34,EMEA,2.5,0,8.665,41.51,3.54,false,11.99,10.81
49003,2024-10-20,,,bundle,4,55+,LATAM,40.9,5,1.359,48.46,5.29,true,18.99,19.06
49004,2026-04-06,2026-08-07,123,standalone,0,25-34,US,4.2,0,8.833,65.84,4.27,false,11.99,13.44
49005,2023-01-06,2023-07-21,196,standalone,2,25-34,APAC,7.8,1,8.114,43.7,4.03,true,11.99,12.94
49006,2026-07-11,,,standalone,3,45-54,EMEA,6.3,1,5.012,55.44,4.29,false,11.99,10.86
49007,2024-08-15,2024-10-02,48,standalone,1,18-24,LATAM,5.6,0,9.084,57.67,4.93,false,11.99,12.62
49008,2024-10-21,2025-02-13,115,standalone,3,18-24,EMEA,6.6,0,4.866,53.6,4.3,true,11.99,11.11
49009,2024-10-19,2025-07-04,258,bundle,3,45-54,US,12.9,3,8.938,67.08,4.82,false,18.99,16.37
49010,2020-01-21,2020-09-19,242,bundle,1,45-54,US,4.0,3,4.257,54.61,4.09,false,18.99,18.3
49011,2024-07-05,2025-04-14,283,bundle,1,18-24,US,3.8,3,6.049,54.85,3.28,false,18.99,18.98
49012,2026-01-06,,,standalone,3,25-34,EMEA,12.5,1,2.044,42.66,6.91,false,11.99,11.86
49013,2025-05-07,,,standalone,3,45-54,EMEA,27.7,3,3.918,53.24,5.32,false,11.99,12.82
49014,2024-10-24,2025-02-10,109,standalone,4,35-44,US,6.4,1,1.264,50.72,5.64,true,11.99,11.68
49015,2023-10-05,2023-12-02,58,bundle,3,35-44,EMEA,2.1,0,4.771,66.68,3.63,true,18.99,16.3
49016,2025-04-25,2026-04-26,366,bundle,3,25-34,APAC,18.2,3,3.572,55.0,5.46,false,18.99,20.87
49017,2020-10-29,2021-03-27,149,standalone,5,55+,APAC,7.7,3,8.134,67.16,3.93,false,11.99,11.4
49018,2024-02-26,2025-03-18,386,standalone,1,25-34,US,7.9,2,0.586,44.91,5.13,true,11.99,13.3
49019,2025-12-01,2026-06-05,186,standalone,2,35-44,US,3.8,1,2.578,59.06,5.08,false,11.99,10.67
49020,2025-11-18,2025-12-16,28,standalone,1,18-24,LATAM,0.5,0,14.946,42.02,2.13,true,11.99,12.08
49021,2020-09-19,2021-12-01,438,bundle,3,35-44,US,7.5,2,2.129,64.53,3.75,false,18.99,19.71
49022,2023-01-02,,,bundle,2,35-44,US,29.1,3,0.276,53.24,4.47,false,18.99,19.57
49023,2026-03-21,,,standalone,1,35-44,EMEA,5.0,1,0.971,54.73,4.4,false,11.99,12.0
49024,2024-12-09,2026-03-30,476,standalone,2,35-44,US,2.8,1,4.133,48.54,2.84,false,11.99,12.07
49025,2026-01-05,2026-03-28,82,standalone,3,55+,LATAM,1.9,1,9.801,49.9,3.36,false,11.99,11.44
49026,2020-10-03,2021-08-18,319,bundle,1,45-54,US,6.3,3,1.486,46.1,4.94,false,18.99,20.55
49027,2020-08-08,2022-01-02,512,bundle,4,45-54,US,15.0,5,2.295,61.52,4.97,false,18.99,15.79
49028,2024-07-28,2025-03-15,230,standalone,1,35-44,EMEA,6.8,0,4.706,57.67,5.33,false,11.99,9.64
49029,2025-05-17,,,standalone,1,55+,US,2.8,1,1.931,45.95,3.01,false,11.99,11.09
49030,2021-12-04,2024-06-05,914,standalone,2,35-44,US,15.8,2,0.476,36.54,6.13,false,11.99,11.6
49031,2022-01-11,2022-05-17,126,standalone,1,25-34,US,6.2,1,3.774,54.43,5.08,false,11.99,11.21
49032,2024-10-06,2026-02-05,487,standalone,2,55+,US,3.7,2,5.649,37.98,2.65,false,11.99,12.08
49033,2026-08-19,,,standalone,0,18-24,US,1.8,0,5.128,61.52,3.31,false,11.99,8.46
49034,2025-07-02,,,bundle,3,55+,APAC,5.2,1,1.783,50.63,4.58,false,18.99,20.58
49035,2025-05-24,2025-12-04,194,standalone,7,18-24,APAC,3.2,4,3.106,25.73,3.53,false,11.99,10.65
49036,2021-09-26,2022-01-10,106,bundle,3,35-44,US,5.7,0,2.852,40.37,5.66,true,18.99,22.55
49037,2023-07-24,2024-07-23,365,standalone,4,18-24,US,8.3,1,1.645,29.38,4.51,true,11.99,12.15
49038,2025-06-29,,,bundle,5,35-44,LATAM,22.5,4,0.26,52.8,4.52,false,18.99,20.04
49039,2023-01-05,2023-06-10,156,standalone,1,55+,EMEA,7.4,2,9.404,40.94,3.8,false,11.99,11.34
49040,2025-09-25,2026-07-20,298,standalone,4,45-54,US,6.5,1,1.104,44.77,6.47,false,11.99,12.27
49041,2023-01-23,2023-03-23,59,bundle,1,25-34,US,4.9,0,12.237,47.54,4.26,true,18.99,18.53
49042,2021-08-26,2022-08-30,369,standalone,2,55+,APAC,11.3,2,5.851,32.93,4.51,false,11.99,11.08
49043,2022-02-24,2022-09-26,214,standalone,1,45-54,APAC,3.5,3,2.319,38.36,4.31,false,11.99,12.73
49044,2024-02-02,2024-06-22,141,standalone,4,25-34,US,3.1,3,6.405,32.63,3.08,true,11.99,12.66
49045,2021-11-14,2022-01-10,57,standalone,2,45-54,LATAM,1.3,1,4.542,54.54,3.5,false,11.99,12.22
49046,2024-06-23,2025-02-13,235,standalone,3,35-44,LATAM,5.4,1,3.044,43.81,4.51,false,11.99,12.46
49047,2023-06-12,2023-11-30,171,standalone,3,55+,EMEA,5.5,2,2.181,41.42,4.32,true,11.99,12.09
49048,2021-11-06,2023-01-08,428,bundle,5,45-54,LATAM,3.6,2,0.408,53.55,3.97,false,18.99,16.56
49049,2020-06-12,2022-08-10,789,standalone,0,18-24,US,10.9,1,1.285,45.4,5.61,false,11.99,11.56
49050,2023-04-25,2024-07-21,453,standalone,1,18-24,US,4.2,1,0.39,59.8,5.16,false,11.99,13.37
49051,2026-02-27,,,standalone,2,25-34,EMEA,8.6,0,8.855,60.04,4.28,false,11.99,13.5
49052,2026-05-26,,,standalone,2,45-54,US,15.4,2,0.387,59.96,6.32,false,11.99,13.91
49053,2021-08-15,2022-06-05,294,standalone,3,45-54,EMEA,5.9,3,6.808,41.07,3.88,false,11.99,10.18
49054,2022-07-05,2022-08-28,54,standalone,1,45-54,EMEA,1.8,1,7.932,42.82,3.45,false,11.99,12.86
49055,2024-04-11,2025-04-11,365,bundle,3,45-54,APAC,21.1,3,2.139,39.39,6.95,false,18.99,17.22
49056,2024-06-13,2024-09-28,107,standalone,2,35-44,LATAM,7.4,0,4.314,53.1,4.91,true,11.99,13.73
49057,2026-05-30,,,standalone,0,25-34,EMEA,3.0,2,6.829,54.21,2.16,false,11.99,12.86
49058,2025-06-29,2025-09-15,78,standalone,1,55+,US,2.6,2,5.399,40.95,3.97,true,11.99,11.57
49059,2024-12-09,2025-10-16,311,bundle,2,35-44,US,7.7,3,11.477,55.06,3.28,false,18.99,19.82
49060,2025-04-09,2025-07-31,113,bundle,5,25-34,LATAM,12.2,3,10.908,45.95,4.83,true,18.99,22.78
49061,2021-08-31,2022-04-03,215,bundle,2,45-54,EMEA,5.0,1,5.929,33.76,4.03,true,18.99,22.28
49062,2020-04-29,2020-11-22,207,standalone,1,45-54,LATAM,5.6,2,6.54,60.29,3.95,false,11.99,12.39
49063,2022-12-21,2025-02-22,794,standalone,4,25-34,US,14.7,4,4.545,40.18,4.18,false,11.99,14.43
49064,2024-09-17,2024-10-31,44,standalone,2,25-34,US,2.1,2,21.502,58.43,3.19,false,11.99,11.39
49065,2025-04-21,2026-02-17,302,standalone,4,45-54,LATAM,5.5,1,7.542,54.59,3.72,false,11.99,10.97
49066,2024-07-20,2025-01-24,188,standalone,3,55+,APAC,2.5,4,0.943,56.16,3.51,false,11.99,12.33
49067,2025-12-11,,,bundle,2,25-34,LATAM,5.9,3,7.818,48.17,3.14,false,18.99,15.05
49068,2023-03-20,2023-10-09,203,standalone,4,35-44,APAC,7.2,1,0.814,32.64,5.54,true,11.99,12.54
49069,2021-06-23,2022-02-13,235,standalone,2,45-54,APAC,12.7,2,1.714,55.28,6.72,false,11.99,13.71
49070,2024-12-13,,,bundle,5,45-54,US,26.1,3,4.375,50.82,6.16,false,18.99,18.83
49071,2024-02-29,2024-08-05,158,standalone,2,45-54,APAC,7.6,2,13.323,36.78,3.31,true,11.99,10.24
49072,2026-06-28,2026-08-31,64,standalone,0,45-54,APAC,2.4,0,4.848,49.62,4.23,false,11.99,13.0
49073,2022-06-21,2022-11-26,158,standalone,2,35-44,EMEA,3.3,1,4.515,52.0,3.86,false,11.99,9.92
49074,2025-08-16,2025-11-10,86,standalone,3,45-54,LATAM,1.3,1,8.885,49.54,2.69,false,11.99,11.36
49075,2020-12-04,2022-05-29,541,standalone,0,35-44,LATAM,2.8,0,0.251,63.57,4.51,false,11.99,12.06
49076,2022-09-21,2022-11-10,50,standalone,3,25-34,US,1.4,2,14.16,46.14,2.34,true,11.99,11.88
49077,2024-07-10,2024-10-17,99,standalone,4,45-54,US,1.2,0,0.467,41.87,4.56,false,11.99,10.22
49078,2022-06-11,2022-07-19,38,standalone,3,35-44,EMEA,5.3,1,5.345,50.71,6.06,true,11.99,9.24
49079,2024-01-19,2024-07-04,167,standalone,2,18-24,US,3.9,1,5.785,46.98,3.62,true,11.99,12.1
49080,2025-10-28,,,standalone,2,25-34,EMEA,14.6,3,3.83,56.14,5.05,false,11.99,9.67
49081,2019-12-02,2020-08-09,251,bundle,1,25-34,US,5.0,2,2.231,56.23,4.84,false,18.99,17.75
49082,2022-02-09,2022-11-01,265,standalone,0,18-24,US,3.0,1,2.001,52.52,4.18,false,11.99,11.88
49083,2025-11-04,2026-08-03,272,standalone,2,18-24,LATAM,11.5,2,5.807,52.62,4.96,false,11.99,13.11
49084,2022-01-03,2022-10-16,286,bundle,3,25-34,LATAM,5.5,1,1.312,54.47,4.08,false,18.99,18.27
49085,2021-03-07,2023-12-04,1002,standalone,4,35-44,US,19.3,2,0.573,61.97,6.09,false,11.99,11.06
49086,2026-06-09,,,bundle,4,25-34,US,3.1,2,2.006,63.13,3.77,false,18.99,20.12
49087,2020-10-21,2021-06-26,248,bundle,4,25-34,EMEA,4.3,0,1.475,45.39,3.84,true,18.99,18.43
49088,2020-10-13,2021-05-04,203,bundle,2,45-54,US,4.2,2,0.888,55.72,5.14,false,18.99,22.64
49089,2020-06-29,2022-06-26,727,standalone,4,25-34,US,22.2,1,1.189,59.99,6.99,false,11.99,10.13
49090,2024-05-23,2024-07-30,68,standalone,1,18-24,LATAM,2.8,0,19.012,47.32,3.02,false,11.99,13.86
49091,2020-08-21,2021-04-02,224,standalone,2,25-34,EMEA,8.8,2,0.443,53.81,6.49,false,11.99,14.27
49092,2021-11-06,2024-07-11,978,bundle,3,35-44,APAC,30.7,3,0.466,63.49,6.76,false,18.99,21.74
49093,2022-03-23,2022-11-16,238,standalone,0,35-44,US,3.3,2,2.663,65.11,4.42,false,11.99,12.97
49094,2023-05-12,2024-03-30,323,bundle,1,18-24,US,7.3,2,8.109,42.31,4.18,true,18.99,18.55
49095,2024-09-17,2025-10-26,404,standalone,1,18-24,EMEA,6.9,2,2.689,41.62,3.89,false,11.99,13.63
49096,2023-05-10,2023-11-07,181,standalone,3,25-34,US,6.1,3,5.093,45.07,3.59,true,11.99,14.05
49097,2024-11-03,2025-08-18,288,standalone,3,25-34,US,13.6,1,1.723,46.95,6.42,false,11.99,9.39
49098,2024-11-18,2025-03-18,120,bundle,2,45-54,LATAM,1.6,1,7.052,45.73,2.67,true,18.99,18.9
49099,2024-02-18,2025-07-23,521,bundle,1,25-34,US,3.9,2,3.164,45.1,3.38,false,18.99,19.88
49100,2020-01-28,2020-07-15,169,standalone,1,35-44,US,12.5,2,3.484,33.1,6.82,false,11.99,10.58
49101,2024-05-14,2024-12-01,201,standalone,3,25-34,LATAM,4.3,1,3.628,59.12,4.38,false,11.99,14.31
49102,2021-03-18,2021-04-25,38,bundle,2,25-34,US,4.7,1,8.961,77.9,6.43,false,18.99,20.08
49103,2025-11-24,,,bundle,3,35-44,EMEA,24.5,2,1.268,43.79,6.07,true,18.99,22.12
49104,2026-07-25,,,standalone,4,18-24,LATAM,4.1,3,0.959,66.94,3.78,false,11.99,10.86
49105,2026-04-27,,,bundle,3,25-34,EMEA,4.5,1,4.031,49.87,4.15,true,18.99,21.89
49106,2026-01-21,,,bundle,1,18-24,LATAM,26.0,4,1.816,67.15,7.63,false,18.99,21.2
49107,2024-02-16,2024-05-02,76,standalone,2,35-44,LATAM,5.4,2,9.328,63.04,4.78,false,11.99,11.03
49108,2020-01-18,2021-01-29,377,standalone,0,25-34,APAC,9.9,0,0.746,38.57,5.21,false,11.99,11.07
49109,2025-11-12,,,standalone,3,18-24,EMEA,8.3,3,5.918,51.89,4.33,false,11.99,11.12
49110,2024-04-03,2024-10-01,181,bundle,4,35-44,LATAM,8.9,1,1.328,50.17,5.93,true,18.99,20.61
49111,2019-11-14,2020-01-25,72,standalone,2,25-34,EMEA,5.7,1,6.35,34.05,4.55,true,11.99,11.75
49112,2026-02-10,,,standalone,2,35-44,US,7.6,4,0.282,60.65,4.85,false,11.99,11.32
49113,2021-11-15,2022-04-09,145,bundle,3,25-34,US,5.5,1,6.616,38.33,3.72,true,18.99,20.33
49114,2023-07-10,2023-12-13,156,standalone,3,18-24,US,11.3,2,2.803,35.36,6.32,true,11.99,10.44
49115,2024-01-05,2025-06-02,514,standalone,1,55+,EMEA,9.7,2,1.832,46.75,5.82,false,11.99,11.62
49116,2021-09-25,2024-05-30,978,standalone,0,25-34,LATAM,18.5,3,0.36,50.51,5.53,false,11.99,12.12
49117,2023-12-15,2024-11-24,345,bundle,3,25-34,US,6.0,0,0.23,54.31,6.41,false,18.99,18.19
49118,2025-03-11,2025-09-28,201,bundle,6,35-44,US,8.2,4,11.919,52.78,4.03,false,18.99,19.74
49119,2023-10-24,2024-06-01,221,standalone,2,45-54,APAC,8.7,1,2.771,51.95,6.35,false,11.99,12.83
49120,2025-09-25,2026-04-20,207,standalone,1,55+,US,4.0,2,11.503,41.06,3.99,false,11.99,11.1
49121,2025-05-14,2025-09-06,115,standalone,2,35-44,US,0.8,1,3.213,60.94,2.83,false,11.99,11.7
49122,2023-02-09,2023-07-04,145,bundle,3,55+,LATAM,16.3,1,1.766,60.75,9.92,false,18.99,17.23
49123,2024-10-10,,,standalone,6,55+,EMEA,4.5,4,0.11,21.38,3.58,true,11.99,12.49
49124,2020-07-10,2020-12-16,159,standalone,0,45-54,EMEA,1.8,0,2.851,52.36,3.45,false,11.99,14.81
49125,2022-10-02,2023-07-01,272,standalone,2,45-54,US,12.2,1,6.767,45.67,5.15,false,11.99,12.51
49126,2022-01-02,2023-10-20,656,standalone,4,35-44,APAC,10.4,4,0.308,67.55,5.65,false,11.99,12.8
49127,2026-01-24,,,standalone,1,55+,APAC,4.9,2,1.014,51.66,4.18,false,11.99,11.63
49128,2024-05-11,2025-06-06,391,standalone,2,45-54,EMEA,10.3,0,2.583,34.37,6.13,false,11.99,11.25
49129,2024-03-13,2024-04-01,19,standalone,0,18-24,US,1.5,0,23.028,40.25,2.95,true,11.99,11.92
49130,2024-02-02,2024-08-17,197,standalone,2,35-44,LATAM,2.7,0,1.887,54.43,3.72,false,11.99,12.7
49131,2025-02-06,2025-08-20,195,standalone,2,45-54,EMEA,9.6,1,0.586,57.33,7.04,false,11.99,12.54
49132,2025-11-05,,,standalone,2,55+,US,10.3,2,5.631,56.7,4.92,false,11.99,11.87
49133,2025-12-06,2026-07-04,210,standalone,1,18-24,US,2.4,1,8.223,48.83,3.06,false,11.99,12.08
49134,2025-08-29,2026-02-08,163,standalone,3,18-24,LATAM,4.3,2,11.737,52.12,3.41,false,11.99,12.2
49135,2024-02-23,2024-08-08,167,standalone,0,45-54,EMEA,6.7,2,2.967,47.06,4.79,true,11.99,12.38
49136,2020-05-04,2020-08-03,91,bundle,3,45-54,US,2.2,1,9.927,46.51,3.07,true,18.99,19.84
49137,2023-12-29,2024-06-27,181,bundle,4,45-54,US,19.8,0,5.423,57.46,7.03,false,18.99,20.48
49138,2020-09-14,2020-11-25,72,standalone,0,25-34,APAC,3.0,1,10.133,43.78,3.15,true,11.99,10.96
49139,2021-08-06,2021-12-23,139,standalone,0,18-24,EMEA,7.1,0,2.006,55.22,5.65,true,11.99,11.84
49140,2026-07-01,,,standalone,0,18-24,US,5.1,4,6.083,52.06,3.81,false,11.99,10.73
49141,2026-03-31,,,bundle,2,25-34,US,11.1,2,1.196,62.68,6.01,false,18.99,15.6
49142,2026-06-25,,,standalone,3,35-44,LATAM,7.7,0,5.679,49.1,5.05,false,11.99,12.32
49143,2023-05-08,2024-09-28,509,standalone,0,25-34,US,3.7,2,4.9,52.59,3.04,false,11.99,11.5
49144,2025-09-02,2026-03-20,199,standalone,1,25-34,US,10.5,0,12.028,57.62,4.56,false,11.99,11.34
49145,2021-12-15,,,bundle,5,18-24,US,32.7,4,0.222,52.21,5.77,false,18.99,23.02
49146,2024-12-06,2025-10-02,300,standalone,5,25-34,US,5.9,4,4.484,49.8,3.48,false,11.99,11.64
49147,2023-02-03,2024-03-21,412,standalone,3,25-34,EMEA,1.7,4,2.925,37.51,2.38,false,11.99,10.66
49148,2023-02-27,2024-06-12,471,standalone,0,45-54,US,14.9,2,2.939,44.84,5.18,false,11.99,11.76
49149,2025-12-22,2026-07-29,219,standalone,1,45-54,US,4.4,1,3.32,53.46,4.52,false,11.99,12.69
